id,data,dia_semana,horario,uf,br,km,municipio,CAUSA_ACIDENTE,TIPO_ACIDENTE,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
636466,21/10/2024,segunda-feira,30/12/1899,PB,230,28,JOAO PESSOA,Velocidade Incompatível,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva,Sim,1,0,0,1,0,0,1,1,-716505354,-3489454008,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
636631,23/09/2024,segunda-feira,30/12/1899,PB,230,3,CAMPINA GRANDE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Aclive,Sim,3,0,0,1,1,1,1,3,-7211269,-35936656,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
636636,22/10/2024,terça-feira,30/12/1899,PB,230,"13,3",CABEDELO,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Em Obras,Sim,2,0,1,0,0,1,1,2,-707054214,-3484987378,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
636719,22/10/2024,terça-feira,30/12/1899,PB,101,82,BAYEUX,Reação tardia ou ineficiente do condutor,Engavetamento,Sem Vítimas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,4,0,0,0,4,0,0,3,-712911,-3493714,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
636888,23/10/2024,quarta-feira,30/12/1899,PB,230,"334,6",PATOS,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,4,0,0,3,0,1,3,2,-7018,-372589,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
636893,23/10/2024,quarta-feira,30/12/1899,PB,230,28,JOAO PESSOA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Viaduto;Aclive,Sim,2,0,0,1,1,0,1,2,-71651,-348941,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
636920,23/10/2024,quarta-feira,30/12/1899,PB,230,25,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,2,0,1,2,-71707,-348684,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
636931,23/10/2024,quarta-feira,30/12/1899,PB,230,26,JOAO PESSOA,Transitar na contramão,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-71690255,-3488008976,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
636960,23/10/2024,quarta-feira,30/12/1899,PB,101,100,CONDE,Avarias e/ou desgaste excessivo no pneu,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-726469806,-3493677965,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
637007,24/10/2024,quinta-feira,30/12/1899,PB,230,287,SANTA LUZIA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva;Aclive;Interseção de Vias,Sim,2,1,0,0,0,1,0,2,-6866113,-3691774,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
637056,26/09/2024,quinta-feira,30/12/1899,PB,230,17,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Engavetamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Viaduto;Reta,Sim,7,0,0,0,6,1,0,5,-71121,-348426,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637069,24/10/2024,quinta-feira,30/12/1899,PB,101,"88,8",JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Curva;Interseção de Vias,Sim,2,0,1,0,1,0,1,2,-716885796,-3489709204,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
637094,24/10/2024,quinta-feira,30/12/1899,PB,101,"82,2",BAYEUX,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-712911,-3493714,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637207,25/10/2024,sexta-feira,30/12/1899,PB,230,"15,1",JOAO PESSOA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-7093,-348482,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637224,25/10/2024,sexta-feira,30/12/1899,PB,230,62,CRUZ DO ESPIRITO SANTO,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-7202,-351574,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
637232,25/10/2024,sexta-feira,30/12/1899,PB,104,130,QUEIMADAS,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,2,0,0,0,2,1,-729013399,-3589029705,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
637234,25/10/2024,sexta-feira,30/12/1899,PB,230,15,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Declive;Reta,Sim,2,0,0,0,2,0,0,2,-7093,-348482,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637273,25/10/2024,sexta-feira,30/12/1899,PB,230,124,RIACHAO DO BACAMARTE,Condutor usando celular,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,2,0,0,0,2,1,-72465,-356751,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
637303,01/10/2024,terça-feira,30/12/1899,PB,101,"104,6",ALHANDRA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,3,0,0,0,2,1,0,1,-730814609,-3494344185,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
637372,25/10/2024,sexta-feira,30/12/1899,PB,101,87,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-715886802,-3490628504,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637382,25/10/2024,sexta-feira,30/12/1899,PB,230,"232,2",JUAZEIRINHO,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,1,1,2,0,2,1,-70338,-365016,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
637448,26/10/2024,sábado,30/12/1899,PB,434,"8,2",JOCA CLAUDINO,Ingestão de álcool pelo condutor,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,1,0,0,0,0,0,1,-645648691,-3844497693,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
637464,26/10/2024,sábado,30/12/1899,PB,101,59,SANTA RITA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,-699374406,-3506888509,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
637594,26/10/2024,sábado,30/12/1899,PB,412,142,MONTEIRO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,2,0,0,0,2,2,-7878574,-37099098,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
637595,26/10/2024,sábado,30/12/1899,PB,405,8,UIRAUNA,Ultrapassagem Indevida,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Ponte,Não,2,0,0,1,1,0,1,2,-6514012,-38414757,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
637610,26/10/2024,sábado,30/12/1899,PB,230,"502,8",CAJAZEIRAS,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Em Obras,Sim,2,0,1,1,0,0,2,1,-68979,-385233,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
637625,26/10/2024,sábado,30/12/1899,PB,230,175,POCINHOS,Ingestão de álcool pelo condutor,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,-716653,-36042962,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
637668,27/10/2024,domingo,30/12/1899,PB,230,27,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta;Aclive,Sim,2,0,0,0,0,2,0,2,-71677,-348855,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637670,26/10/2024,sábado,30/12/1899,PB,230,"433,8",POMBAL,Condutor Dormindo,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,0,0,1,0,1,-67459,-379677,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
637698,27/10/2024,domingo,30/12/1899,PB,101,"99,3",CONDE,Acumulo de água sobre o pavimento,Tombamento,Com Vítimas Feridas,Amanhecer,Decrescente,Garoa/Chuvisco,Dupla,Interseção de Vias;Reta;Rotatória,Não,3,0,0,1,2,0,1,2,-725917936,-3493553638,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
637774,27/10/2024,domingo,30/12/1899,PB,101,"82,3",BAYEUX,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Viaduto;Declive;Reta,Sim,2,0,2,0,0,0,2,1,-712911,-3493714,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637797,27/10/2024,domingo,30/12/1899,PB,101,"75,5",SANTA RITA,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,2,0,2,0,0,0,2,1,-70866975,-3496911049,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
637816,27/10/2024,domingo,30/12/1899,PB,101,88,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,1,1,0,0,0,0,0,1,-716470016,-3489993643,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637865,27/10/2024,domingo,30/12/1899,PB,230,"151,3",CAMPINA GRANDE,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,2,0,0,2,-72587,-358778,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
637878,27/10/2024,domingo,30/12/1899,PB,405,"31,9",SAO JOAO DO RIO DO PEIXE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,-6710421,-38448498,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
637912,28/10/2024,segunda-feira,30/12/1899,PB,104,119,LAGOA SECA,Manobra de mudança de faixa,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,-720325615,-358752172,SPRF-PB,DEL02-PB,UOP04-DEL02-PB
637915,28/10/2024,segunda-feira,30/12/1899,PB,230,27,JOAO PESSOA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,1,1,0,1,1,-71677,-348855,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
637937,28/10/2024,segunda-feira,30/12/1899,PB,101,91,JOAO PESSOA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,-718826412,-3490308264,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
637943,28/10/2024,segunda-feira,30/12/1899,PB,101,"90,8",JOAO PESSOA,Demais falhas mecânicas ou elétricas,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta;Declive,Sim,1,0,1,0,0,0,1,1,-718451033,-3490192002,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
637981,28/10/2024,segunda-feira,30/12/1899,PB,230,"27,3",JOAO PESSOA,Avarias e/ou desgaste excessivo no pneu,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,-71677,-348855,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638001,28/10/2024,segunda-feira,30/12/1899,PB,230,186,POCINHOS,Condutor Dormindo,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,2,0,2,0,2,2,-71486,-361208,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
638047,28/10/2024,segunda-feira,30/12/1899,PB,230,"26,4",JOAO PESSOA,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,1,0,0,2,2,-71693,-348782,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638112,29/10/2024,terça-feira,30/12/1899,PB,101,"110,4",ALHANDRA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,-735255626,-3494940909,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
638126,29/10/2024,terça-feira,30/12/1899,PB,101,"85,7",JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,3,-715118983,-3491012184,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638152,29/10/2024,terça-feira,30/12/1899,PB,230,"27,9",JOAO PESSOA,Acumulo de óleo sobre o pavimento,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Viaduto;Curva,Sim,1,0,1,0,0,0,1,1,-716507076,-3489839125,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638210,29/10/2024,terça-feira,30/12/1899,PB,361,"0,2",PATOS,Manobra de mudança de faixa,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Declive,Sim,2,0,1,0,1,0,1,2,-70185995,-3726078,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
638231,29/10/2024,terça-feira,30/12/1899,PB,230,23,JOAO PESSOA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Em Obras;Reta;Aclive,Sim,1,0,0,1,0,0,1,1,-716563351,-3486285567,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638261,29/10/2024,terça-feira,30/12/1899,PB,230,41,SANTA RITA,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,2,0,2,0,0,0,2,1,-71432,-349869,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
638395,30/10/2024,quarta-feira,30/12/1899,PB,230,27,JOAO PESSOA,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,0,1,1,2,-71677,-348855,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638438,30/10/2024,quarta-feira,30/12/1899,PB,230,170,CAMPINA GRANDE,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Curva;Em Obras,Não,2,0,0,1,1,0,1,2,-71806,-359873,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
638569,31/10/2024,quinta-feira,30/12/1899,PB,230,18,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,3,-71198,-348453,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638582,31/10/2024,quinta-feira,30/12/1899,PB,230,"17,9",JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-712160943,-3484509993,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638616,31/10/2024,quinta-feira,30/12/1899,PB,230,8,CABEDELO,Conversão proibida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Em Obras,Sim,2,0,1,0,1,0,1,2,-70355,-348429,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638630,31/10/2024,quinta-feira,30/12/1899,PB,230,494,CAJAZEIRAS,Ausência de reação do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,1,0,3,0,1,1,-6879,-384593,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
638710,01/11/2024,sexta-feira,30/12/1899,PB,104,"129,8",CAMPINA GRANDE,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva;Em Obras,Sim,1,0,1,0,0,0,1,1,-727910232,-3588890076,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
638721,01/11/2024,sexta-feira,30/12/1899,PB,230,"122,7",RIACHAO DO BACAMARTE,Condutor Dormindo,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Reta;Ponte,Sim,1,0,0,0,1,0,0,1,-7247851,-35664921,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
638728,01/11/2024,sexta-feira,30/12/1899,PB,230,28,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta;Aclive,Sim,2,0,1,1,0,0,2,1,-716470016,-3489993643,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638745,30/10/2024,quarta-feira,30/12/1899,PB,230,506,CAJAZEIRAS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Em Obras,Não,2,0,1,0,0,1,1,2,-69008,-385559,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
638859,01/11/2024,sexta-feira,30/12/1899,PB,230,"17,4",JOAO PESSOA,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-71121,-348426,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
638870,01/11/2024,sexta-feira,30/12/1899,PB,101,116,PEDRAS DE FOGO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta;Aclive,Sim,3,0,1,0,2,0,1,2,-7396321,-3495577703,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
638920,01/11/2024,sexta-feira,30/12/1899,PB,230,"157,5",CAMPINA GRANDE,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,3,0,2,0,1,0,2,2,-725677951,-3592833281,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
638998,02/11/2024,sábado,30/12/1899,PB,230,"11,1",CABEDELO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta;Retorno Regulamentado,Sim,3,0,1,0,2,0,1,2,-70596,-348506,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
639006,02/11/2024,sábado,30/12/1899,PB,230,"17,9",JOAO PESSOA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,3,0,0,1,2,0,1,3,-712127504,-34845092,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
639009,02/11/2024,sábado,30/12/1899,PB,101,62,SANTA RITA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Aclive,Não,3,0,0,0,3,0,0,3,-693821564,-3509935736,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
639046,02/11/2024,sábado,30/12/1899,PB,230,"123,9",RIACHAO DO BACAMARTE,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Declive;Em Obras,Não,4,0,4,0,0,0,4,1,-72478,-356672,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
639072,02/11/2024,sábado,30/12/1899,PB,230,56,CRUZ DO ESPIRITO SANTO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,5,0,3,0,2,0,3,2,-7203447,-35115994,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
639073,02/11/2024,sábado,30/12/1899,PB,230,112,INGA,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,1,-72117,-355822,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
639112,02/11/2024,sábado,30/12/1899,PB,230,"477,1",MARIZOPOLIS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Rotatória;Reta,Sim,5,0,0,1,4,0,1,2,-684759567,-3835782051,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
639154,02/11/2024,sábado,30/12/1899,PB,101,78,SANTA RITA,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,2,-709947194,-3496574283,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
639254,03/11/2024,domingo,30/12/1899,PB,230,15,CABEDELO,Ingestão de álcool pelo condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Viaduto;Aclive,Sim,1,0,0,0,0,1,0,1,-7093,-348482,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
639262,03/11/2024,domingo,30/12/1899,PB,101,"99,6",ALHANDRA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,1,1,0,1,2,-72557332,-3493469152,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
639278,03/11/2024,domingo,30/12/1899,PB,361,"91,9",PIANCO,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,2,0,1,0,0,1,2,-722001249,-3797606723,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
639324,03/11/2024,domingo,30/12/1899,PB,230,"161,7",CAMPINA GRANDE,Transitar na contramão,Colisão frontal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Em Obras,Não,2,0,0,0,1,1,0,2,-72361,-35941,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
639378,03/11/2024,domingo,30/12/1899,PB,104,"7,2",CUITE,Ingestão de álcool pelo condutor,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,6,1,1,0,0,4,1,2,-64782038,-3616965294,SPRF-PB,DEL02-PB,UOP04-DEL02-PB
639479,04/11/2024,segunda-feira,30/12/1899,PB,230,17,JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,-711487137,-3484201312,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
639524,04/11/2024,segunda-feira,30/12/1899,PB,230,159,CAMPINA GRANDE,Ausência de reação do condutor,Saída de leito carroçável,Sem Vítimas,Amanhecer,Decrescente,Ignorado,Dupla,Rotatória;Em Obras;Interseção de Vias,Sim,1,0,0,0,0,1,0,1,-7252,-359334,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
639554,04/11/2024,segunda-feira,30/12/1899,PB,230,"15,5",JOAO PESSOA,Avarias e/ou desgaste excessivo no pneu,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Aclive;Reta,Sim,2,0,1,0,1,0,1,1,-710385972,-3484589215,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
639587,04/11/2024,segunda-feira,30/12/1899,PB,101,"87,7",JOAO PESSOA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,0,1,0,0,1,1,-715886802,-3490628504,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
639738,05/11/2024,terça-feira,30/12/1899,PB,230,"1,1",CABEDELO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Interseção de Vias,Sim,2,0,1,0,1,0,1,2,-69753,-348318,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
639762,05/11/2024,terça-feira,30/12/1899,PB,230,16,JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,3,0,2,0,1,0,2,2,-71039,-348458,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
639825,05/11/2024,terça-feira,30/12/1899,PB,230,"456,4",SOUSA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,3,0,2,0,1,0,2,2,-6774677,-38201607,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
639849,06/11/2024,quarta-feira,30/12/1899,PB,230,25,JOAO PESSOA,Ingestão de substâncias psicoativas pelo condutor,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Crescente,Garoa/Chuvisco,Dupla,Desvio Temporário;Em Obras,Sim,1,0,1,0,0,0,1,1,-71707,-348684,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
